mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.055838489532470705,0.0026371330568271427,0.01119403839111328,0.00046714842037148927,0.1,lbfgs,"{'model__C': 0.1, 'model__solver': 'lbfgs'}",0.8640112775273456,0.8523055919086164,0.8499062898873861,0.8344723959090689,0.8237191282509615,0.8448829366966757,0.01415986905324732,5
0.0447967529296875,0.0018140901752831274,0.01194462776184082,0.0016772254002583292,0.1,liblinear,"{'model__C': 0.1, 'model__solver': 'liblinear'}",0.8638658652836346,0.8521521012069215,0.849655857689884,0.8345854943208441,0.8236705988927219,0.8447859834788012,0.014084933085977724,6
0.052087020874023435,0.0028835621383269967,0.010832071304321289,0.00028147883643210293,1.0,lbfgs,"{'model__C': 1.0, 'model__solver': 'lbfgs'}",0.8635871584831887,0.8530851631040667,0.8510413132341299,0.8360638521319051,0.8242286865124779,0.8456012346931537,0.013833615401821183,3
0.046100187301635745,0.0027717508094562172,0.010570669174194336,0.0001671223155000724,1.0,liblinear,"{'model__C': 1.0, 'model__solver': 'liblinear'}",0.8635669623382289,0.85317402614189,0.8509766855702584,0.8361284797957766,0.8241356719091854,0.8455963651510678,0.013852894027540289,4
0.051799869537353514,0.0011344847758335234,0.01088123321533203,0.0011407654233088083,10.0,lbfgs,"{'model__C': 10.0, 'model__solver': 'lbfgs'}",0.8635871584831889,0.8534486937133441,0.8515744914610699,0.8361163621088006,0.8245400832278492,0.8458533577988506,0.013812841436531135,2
0.05237083435058594,0.002641553761394098,0.011167526245117188,0.0015504859282456163,10.0,liblinear,"{'model__C': 10.0, 'model__solver': 'liblinear'}",0.8636154330861325,0.8534688898583038,0.8515583345451021,0.8361809897726723,0.8245845684729024,0.8458816431470227,0.01379816298683053,1
